0.47571,0.435406,0.60655,0.422289,0.348101,0.460421,0.437469,0.410754,0.426979,0.293541,0.358078,0.449172,0.356537,0.393281,0.31147,0.343679,0.287226,0.408548,0.485763,0.415676,0.352569,0.366705,0.387538,0.279977,0.453375,0.453605,0.588525,0.332955,0.372448,0.418988,0.416928,0.295295,0.348756,0.516844,0.516084,0.596396,0.390653,0.39842,0.38282,0.474893,0.466676,0.568037,0.296747,0.400554,0.483668,0.501479,0.546404,0.611073,0.498012,0.495136,0.510966,0.414591,0.428195,0.534595,0.176537,0.345741,0.233756,0.709708,0.704142,0.732203,0.684067,0.673397,0.767824,0.780454,0.700219,0.734477,0.760079,0.78743,0.693371,0.727677,0.718798,0.733204,0.657704,0.699532,0.683737,0.735497,0.640616,0.655275,0.65848,0.693287,0.093907,0.638602,0.682009,0.736141,0.757429,0.639166,0.802083,0.818319,0.76972,0.77681,0.010308
0.310642,0.313825,0.260547,0.319976,0.326632,0.136539,0.353032,0.108293,0.275155,0.437154,0.354329,0.276096,0.242399,0.317629,0.223129,0.474305,0.273303,0.334322,0.337055,0.39213,0.332119,0.302723,0.301717,0.212758,0.304173,0.347081,0.256859,0.19505,0.281609,0.214967,0.324022,0.307747,0.281449,0.337929,0.3361,0.254098,0.453207,0.38367,0.340821,0.290492,0.299648,0.284581,0.456339,0.378523,0.292781,0.350545,0.3343,0.254481,0.287674,0.366991,0.256712,0.328724,0.336983,0.279731,0.391951,0.332724,0.335551,0.203843,0.240336,0.211172,0.243498,0.241705,0.18538,0.126234,0.231142,0.196181,0.174843,0.158827,0.21028,0.181926,0.182736,0.203839,0.247614,0.222703,0.205047,0.181328,0.23328,0.225056,0.218719,0.17635,0.514613,0.239212,0.269942,0.223029,0.202929,0.292423,0.121788,0.13672,0.109916,0.146859,0.052914
0.138044,0.12828,0.096218,0.154563,0.169985,0.235818,0.140782,0.187749,0.177132,0.159982,0.162183,0.185852,0.17491,0.194399,0.256939,0.125838,0.270502,0.161303,0.11356,0.123675,0.187959,0.154526,0.202485,0.280072,0.167253,0.133466,0.06587,0.30347,0.213493,0.180901,0.189794,0.21419,0.227117,0.080784,0.111826,0.107564,0.092304,0.129357,0.149243,0.146481,0.160468,0.102188,0.166405,0.125009,0.171399,0.08514,0.089682,0.095977,0.130387,0.098371,0.132137,0.15433,0.148069,0.128312,0.248922,0.177363,0.199008,0.055739,0.042076,0.044599,0.053047,0.051018,0.036633,0.075808,0.045014,0.05156,0.046732,0.040287,0.064787,0.065555,0.062717,0.037832,0.060739,0.056717,0.053093,0.049657,0.068911,0.076679,0.063865,0.062841,0.253246,0.08397,0.033787,0.025561,0.032243,0.049554,0.053317,0.036685,0.089828,0.036862,0.328307
0.064692,0.085386,0.030214,0.074731,0.092772,0.114705,0.052873,0.15484,0.0741,0.050856,0.080049,0.068864,0.121028,0.071117,0.148289,0.043226,0.095871,0.081419,0.034762,0.052871,0.090486,0.097487,0.081652,0.023238,0.065841,0.051341,0.047128,0.1429,0.090237,0.124407,0.054499,0.121805,0.112067,0.056902,0.026821,0.03327,0.040994,0.051223,0.080089,0.075144,0.056082,0.038942,0.066916,0.074849,0.045351,0.053574,0.02069,0.031122,0.073346,0.031302,0.063744,0.074711,0.06146,0.04759,0.113135,0.106868,0.144379,0.021882,0.006802,0.009664,0.015152,0.024313,0.007872,0.013612,0.017989,0.013405,0.004663,0.010681,0.024741,0.013994,0.020843,0.019598,0.026038,0.016565,0.037568,0.025569,0.044323,0.033211,0.035929,0.055307,0.089657,0.03046,0.011537,0.012107,0.005711,0.015784,0.018353,0.006725,0.024497,0.021598,0.49366
0.007535,0.028069,0.004984,0.020583,0.04316,0.045315,0.012,0.070215,0.035759,0.046532,0.041214,0.016259,0.086384,0.017864,0.051024,0.010843,0.053246,0.011141,0.020841,0.013136,0.030882,0.056683,0.022396,0.140026,0.00573,0.011685,0.033074,0.01993,0.035806,0.051135,0.012121,0.051709,0.02423,0.005176,0.007239,0.006408,0.018844,0.02426,0.040735,0.010488,0.013954,0.00501,0.008661,0.017409,0.005377,0.005667,0.007166,0.005566,0.006747,0.006578,0.028231,0.018222,0.020359,0.007377,0.043178,0.029365,0.069026,0.005928,0.004979,0.001805,0.003134,0.007551,0.001678,0.002879,0.004058,0.00318,0.009568,0.002092,0.005038,0.007781,0.011475,0.004059,0.005707,0.003331,0.015847,0.00571,0.009412,0.007192,0.012916,0.009349,0.039493,0.005855,0.002101,0.002378,0.001216,0.002446,0.003384,0.001193,0.004588,0.013038,0.114811
0.002412,0.007578,0.001088,0.006307,0.01669,0.00576,0.002972,0.039986,0.008284,0.010323,0.003394,0.002837,0.011746,0.004201,0.007026,0.001604,0.014587,0.002456,0.00642,0.001943,0.004703,0.016471,0.003166,0.053942,0.002543,0.00214,0.006343,0.004245,0.004884,0.007505,0.002018,0.007165,0.004924,0.001766,0.001418,0.001571,0.003169,0.010798,0.004947,0.001906,0.002188,0.000923,0.003842,0.002801,0.001079,0.00263,0.001323,0.001265,0.002793,0.001207,0.006041,0.00686,0.003658,0.001711,0.014752,0.005924,0.013682,0.00193,0.001194,0.000398,0.000758,0.001508,0.00043,0.000722,0.001102,0.00082,0.00273,0.000486,0.001255,0.002126,0.002499,0.001003,0.001447,0.000817,0.003437,0.001517,0.002327,0.001855,0.006344,0.002082,0.006982,0.00138,0.000457,0.000558,0.0003,0.000483,0.000794,0.000262,0.001019,0.00333,0
0.000677,0.001135,0.000259,0.00115,0.002081,0.001102,0.000623,0.021726,0.001922,0.001273,0.00057,0.000618,0.004711,0.001051,0.001606,0.000363,0.003242,0.000585,0.001133,0.000403,0.000973,0.003889,0.000736,0.007887,0.00075,0.00048,0.001513,0.001004,0.001095,0.001592,0.000447,0.001511,0.001211,0.000426,0.000352,0.000472,0.000607,0.00167,0.001023,0.000428,0.000696,0.000253,0.000786,0.00061,0.000282,0.000683,0.000313,0.000342,0.000737,0.000289,0.001511,0.001771,0.000886,0.000415,0.008742,0.001421,0.003247,0.000676,0.000328,0.000101,0.000229,0.000358,0.00013,0.000208,0.000338,0.000229,0.000841,0.000116,0.000372,0.000628,0.000652,0.000315,0.000485,0.000238,0.000867,0.000496,0.000736,0.000531,0.002396,0.000559,0.001586,0.00038,0.000116,0.000138,0.000132,0.000104,0.000208,0.000077,0.000278,0.000956,0
0.000202,0.000242,0.000107,0.000276,0.000438,0.00028,0.000156,0.004127,0.000486,0.000259,0.000147,0.000221,0.001683,0.000288,0.000413,0.000098,0.00135,0.000134,0.000326,0.000099,0.000254,0.001047,0.000195,0.001595,0.000233,0.000124,0.000473,0.000279,0.000259,0.000415,0.000109,0.000387,0.000246,0.000117,0.000103,0.000177,0.000158,0.000415,0.000265,0.000121,0.000181,0.000066,0.00021,0.000144,0.000063,0.000195,0.000072,0.000137,0.00021,0.000074,0.000457,0.000515,0.000262,0.000202,0.002014,0.000399,0.000887,0.000234,0.000102,0.000045,0.000091,0.000105,0.000043,0.000067,0.000111,0.000093,0.000315,0.000061,0.000125,0.000151,0.000199,0.000119,0.000209,0.000078,0.000273,0.00018,0.000311,0.000163,0.000884,0.000181,0.00042,0.000115,0.000041,0.000067,0.00004,0.000028,0.00006,0.000019,0.00012,0.000309,0
0.000062,0.000065,0.000033,0.000088,0.000116,0.00006,0.000055,0.001696,0.000098,0.000066,0.000036,0.000081,0.000424,0.000133,0.00004,0.000035,0.000482,0.000092,0.000094,0.000051,0.000055,0.000316,0.000089,0.000415,0.000074,0.00006,0.000173,0.000108,0.000126,0.00009,0.000047,0.00015,0,0.000039,0.000045,0.000044,0.000047,0.00012,0.000057,0.000038,0.000082,0,0.000066,0.000075,0,0.000062,0.000036,0.000037,0.000067,0.00004,0.000162,0.000164,0.000102,0.000067,0.000544,0.000155,0.000365,0.00006,0.000033,0.000013,0.000024,0.000036,0.00001,0.000016,0.000027,0.000044,0.000154,0.00002,0.000031,0.000094,0.000065,0.000031,0.000057,0.000019,0.000104,0.000046,0.000084,0.000038,0.000328,0.000044,0.000032,0.000026,0.00001,0.000021,0,0.000012,0.000013,0,0.000034,0.000157,0
0.00002,0.000014,0,0.00003,0.000025,0,0.00003,0.000447,0.000085,0.000014,0,0,0.000128,0.000037,0.000064,0.000009,0.000156,0,0.000023,0.000016,0,0.000107,0.000026,0.00009,0.000023,0.000018,0.000042,0.000047,0.000043,0,0.000015,0.000041,0,0.000014,0.000012,0,0.000014,0.000053,0,0.000009,0.000025,0,0.000023,0.000026,0,0.00002,0.000014,0,0.000022,0.000012,0.000039,0.000074,0.000026,0,0.000164,0.00004,0.000099,0,0.000008,0,0,0.000009,0,0,0,0.000011,0.00006,0,0,0.000054,0.000016,0,0,0,0.000027,0,0,0,0.000113,0,0.000064,0,0,0,0,0,0,0,0,0.000065,0
0.000004,0,0,0.000007,0,0,0.000008,0.000136,0,0,0,0,0.000041,0,0,0,0.000035,0,0.000018,0,0,0.000037,0,0,0.000005,0,0,0.000012,0,0,0,0,0,0.000003,0,0,0.000003,0.000014,0,0,0,0,0.000005,0,0,0.000005,0,0,0.000005,0,0,0.000031,0,0,0.00005,0,0,0,0,0,0,0,0,0,0,0,0.000015,0,0,0.000014,0,0,0,0,0,0,0,0,0.000026,0,0,0,0,0,0,0,0,0,0,0.000016,0
0,0,0,0,0,0,0,0.000031,0,0,0,0,0.000009,0,0,0,0,0,0.000005,0,0,0.000009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000007,0,0,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
